1746420172.951104,E,42,0.0030,0,0
1746420173.643986,D,40,0.0020,0,0
1746420174.5050082,C,45,0.0010,0,0
1746420175.0662951,E,40,0.0030,0,0
1746420175.757378,D,38,0.0030,0,0
1746420176.614795,C,43,0.0020,0,0
1746420177.174654,E,38,0.0020,0,0
1746420177.866276,D,36,0.0030,0,0
1746420178.728393,C,41,0.0010,0,0
1746420179.2847412,E,36,0.0010,0,0
1746420179.977629,D,34,0.0020,0,0
1746420180.839624,C,39,0.0040,0,0
1746420181.4025228,E,34,0.0030,0,0
1746420182.086855,D,32,0.0030,0,0
1746420182.9505181,C,37,0.0110,0,0
1746420183.5181088,E,32,0.0030,0,0
1746420184.194453,D,30,0.0070,0,0
1746420185.0645819,C,34,0.0030,0,0
1746420185.6283112,E,30,0.0080,0,0
1746420186.308474,D,27,0.0030,0,0
1746420187.1768699,C,32,0.0020,0,0
1746420187.7437801,E,27,0.0030,0,0
1746420188.422087,D,25,0.0030,0,0
1746420189.289344,C,30,0.0010,0,0
1746420189.85372,E,25,0.0020,0,0
1746420190.530551,D,23,0.0020,0,0
1746420191.400836,C,28,0.0030,0,0
1746420191.9674702,E,23,0.0040,0,0
1746420192.643723,D,21,0.0030,0,0
1746420193.509001,C,26,0.0020,0,0
1746420194.080935,E,21,0.0020,0,0
1746420194.757115,D,19,0.0010,0,0
1746420195.618966,C,24,0.0030,0,0
1746420196.193557,E,19,0.0020,0,0
1746420196.8704379,D,17,0.0030,0,0
1746420197.727631,C,22,0.0010,0,0
1746420198.303024,E,17,0.0040,0,0
1746420198.981438,D,15,0.0020,0,0
1746420199.834235,C,20,0.0020,0,0
1746420200.411687,E,15,0.0010,0,0
1746420201.095007,D,13,0.0020,0,0
1746420201.94545,C,18,0.0020,0,0
1746420202.524626,E,13,0.0020,0,0
1746420203.208676,D,11,0.0030,0,0
1746420204.058398,C,16,0.0120,0,0
1746420204.633558,E,11,0.0020,0,0
1746420205.319406,D,9,0.0060,0,0
1746420206.170736,C,13,0.0020,0,0
1746420206.746283,E,9,0.0100,0,0
1746420207.429824,D,6,0.0020,0,0
1746420208.281321,C,11,0.0040,0,0
1746420208.861651,E,6,0.0040,0,0
1746420209.541253,D,4,0.0020,0,0
1746420210.3936,C,9,0.0020,0,0
1746420210.975404,E,4,0.0040,0,0
1746420211.656179,D,2,0.0050,0,0
1746420212.506442,C,7,0.0030,0,0
1746420213.0822332,E,2,0.0010,0,0
1746420213.768456,D,0,0.0040,0,0
1746420214.616572,C,5,0.0010,0,0
1746420215.1928241,E,0,0.0020,0,0
1746420215.8816488,D,0,0.0050,0,0
1746420216.72503,C,3,0.0030,0,0
1746420217.302634,E,0,0.0030,0,0
1746420217.997122,D,0,0.0030,0,0
1746420218.8384588,C,1,0.0030,0,0
1746420219.411998,E,0,0.0020,0,0
1746420220.108018,D,0,0.0050,0,0
1746420220.953204,C,0,0.0030,0,0
1746420221.524114,E,0,0.0020,0,0
1746420222.213656,D,0,0.0020,0,0
1746420223.064944,C,0,0.0040,0,0
1746420223.6353579,E,0,0.0030,0,0
1746420224.324414,D,0,0.0020,0,0
1746420225.1766899,C,0,0.0040,0,0
1746420225.7501,E,0,0.0050,0,0
1746420226.435738,D,0,0.0020,0,0
1746420227.286412,C,0,0.0020,0,0
1746420227.864875,E,0,0.0020,0,0
1746420228.547022,D,0,0.0010,0,0
1746420229.395138,C,0,0.0010,0,0
1746420229.9752388,E,0,0.0010,0,0
1746420230.660903,D,0,0.0030,0,0
1746420231.5037491,C,0,0.0020,0,0
1746420232.0814998,E,0,0.0010,0,0
1746420232.773675,D,0,0.0020,0,0
1746420233.610521,C,0,0.0020,0,0
1746420234.1895192,E,0,0.0010,0,0
1746420234.885313,D,0,0.0040,0,0
1746420235.7232609,C,0,0.0020,0,0
1746420236.314301,E,0,0.0050,0,0
1746420236.991696,D,0,0.0010,0,0
1746420237.838542,C,0,0.0020,0,0
1746420238.427856,E,0,0.0030,0,0
1746420239.101444,D,0,0.0010,0,0
1746420239.9509828,C,0,0.0050,0,0
1746420240.537506,E,0,0.0060,0,0
1746420241.216017,D,0,0.0030,0,0
1746420242.066422,C,0,0.0030,0,0
1746420242.647064,E,0,0.0020,0,0
1746420243.330761,D,0,0.0040,0,0
1746420244.179622,C,0,0.0050,0,0
1746420244.759264,E,0,0.0040,0,0
1746420245.446775,D,0,0.0040,0,0
1746420246.294147,C,0,0.0020,0,0
1746420246.8725078,E,0,0.0020,0,0
1746420247.5588338,D,0,0.0020,0,0
1746420248.984604,E,0,0.0020,0,0
1746420249.67369,D,0,0.0020,0,0
1746420251.099493,E,0,0.0030,0,0
